frame_id,source_dir,frame_dir,frame_number,raw_frame_path,split,crop_count,ground_truth_code,notes,session_observations
live-user-20260616-201108__frame-11,live-user-20260616-201108,frame-11,11,raw/live-user-20260616-201108/debug/frame-11,test,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-12,live-user-20260616-201108,frame-12,12,raw/live-user-20260616-201108/debug/frame-12,train,8,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-13,live-user-20260616-201108,frame-13,13,raw/live-user-20260616-201108/debug/frame-13,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-14,live-user-20260616-201108,frame-14,14,raw/live-user-20260616-201108/debug/frame-14,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-15,live-user-20260616-201108,frame-15,15,raw/live-user-20260616-201108/debug/frame-15,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-16,live-user-20260616-201108,frame-16,16,raw/live-user-20260616-201108/debug/frame-16,val,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-17,live-user-20260616-201108,frame-17,17,raw/live-user-20260616-201108/debug/frame-17,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-18,live-user-20260616-201108,frame-18,18,raw/live-user-20260616-201108/debug/frame-18,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-19,live-user-20260616-201108,frame-19,19,raw/live-user-20260616-201108/debug/frame-19,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-20,live-user-20260616-201108,frame-20,20,raw/live-user-20260616-201108/debug/frame-20,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-21,live-user-20260616-201108,frame-21,21,raw/live-user-20260616-201108/debug/frame-21,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-22,live-user-20260616-201108,frame-22,22,raw/live-user-20260616-201108/debug/frame-22,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-23,live-user-20260616-201108,frame-23,23,raw/live-user-20260616-201108/debug/frame-23,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-24,live-user-20260616-201108,frame-24,24,raw/live-user-20260616-201108/debug/frame-24,test,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-25,live-user-20260616-201108,frame-25,25,raw/live-user-20260616-201108/debug/frame-25,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-26,live-user-20260616-201108,frame-26,26,raw/live-user-20260616-201108/debug/frame-26,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-27,live-user-20260616-201108,frame-27,27,raw/live-user-20260616-201108/debug/frame-27,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-28,live-user-20260616-201108,frame-28,28,raw/live-user-20260616-201108/debug/frame-28,test,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-29,live-user-20260616-201108,frame-29,29,raw/live-user-20260616-201108/debug/frame-29,val,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-30,live-user-20260616-201108,frame-30,30,raw/live-user-20260616-201108/debug/frame-30,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-31,live-user-20260616-201108,frame-31,31,raw/live-user-20260616-201108/debug/frame-31,train,2,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-32,live-user-20260616-201108,frame-32,32,raw/live-user-20260616-201108/debug/frame-32,val,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-33,live-user-20260616-201108,frame-33,33,raw/live-user-20260616-201108/debug/frame-33,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-34,live-user-20260616-201108,frame-34,34,raw/live-user-20260616-201108/debug/frame-34,train,8,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-35,live-user-20260616-201108,frame-35,35,raw/live-user-20260616-201108/debug/frame-35,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-36,live-user-20260616-201108,frame-36,36,raw/live-user-20260616-201108/debug/frame-36,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-37,live-user-20260616-201108,frame-37,37,raw/live-user-20260616-201108/debug/frame-37,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-38,live-user-20260616-201108,frame-38,38,raw/live-user-20260616-201108/debug/frame-38,test,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-39,live-user-20260616-201108,frame-39,39,raw/live-user-20260616-201108/debug/frame-39,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-40,live-user-20260616-201108,frame-40,40,raw/live-user-20260616-201108/debug/frame-40,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-41,live-user-20260616-201108,frame-41,41,raw/live-user-20260616-201108/debug/frame-41,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-42,live-user-20260616-201108,frame-42,42,raw/live-user-20260616-201108/debug/frame-42,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-43,live-user-20260616-201108,frame-43,43,raw/live-user-20260616-201108/debug/frame-43,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-44,live-user-20260616-201108,frame-44,44,raw/live-user-20260616-201108/debug/frame-44,val,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-45,live-user-20260616-201108,frame-45,45,raw/live-user-20260616-201108/debug/frame-45,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-46,live-user-20260616-201108,frame-46,46,raw/live-user-20260616-201108/debug/frame-46,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-47,live-user-20260616-201108,frame-47,47,raw/live-user-20260616-201108/debug/frame-47,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-48,live-user-20260616-201108,frame-48,48,raw/live-user-20260616-201108/debug/frame-48,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-49,live-user-20260616-201108,frame-49,49,raw/live-user-20260616-201108/debug/frame-49,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-50,live-user-20260616-201108,frame-50,50,raw/live-user-20260616-201108/debug/frame-50,val,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-51,live-user-20260616-201108,frame-51,51,raw/live-user-20260616-201108/debug/frame-51,train,4,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-52,live-user-20260616-201108,frame-52,52,raw/live-user-20260616-201108/debug/frame-52,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-53,live-user-20260616-201108,frame-53,53,raw/live-user-20260616-201108/debug/frame-53,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-20260616-201108__frame-54,live-user-20260616-201108,frame-54,54,raw/live-user-20260616-201108/debug/frame-54,train,6,,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos Dataset combinado; origem swe8-live-20260616-v1.,Sticker em foco com Salvar quadros ligado; leituras recentes repetiam SWE8 com historico antigo de falso-positivos
live-user-full-20260616-201728__frame-345,live-user-full-20260616-201728,frame-345,345,raw/live-user-full-20260616-201728/debug/frame-345,train,0,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-346,live-user-full-20260616-201728,frame-346,346,raw/live-user-full-20260616-201728/debug/frame-346,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-347,live-user-full-20260616-201728,frame-347,347,raw/live-user-full-20260616-201728/debug/frame-347,val,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-350,live-user-full-20260616-201728,frame-350,350,raw/live-user-full-20260616-201728/debug/frame-350,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-353,live-user-full-20260616-201728,frame-353,353,raw/live-user-full-20260616-201728/debug/frame-353,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-354,live-user-full-20260616-201728,frame-354,354,raw/live-user-full-20260616-201728/debug/frame-354,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-355,live-user-full-20260616-201728,frame-355,355,raw/live-user-full-20260616-201728/debug/frame-355,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-357,live-user-full-20260616-201728,frame-357,357,raw/live-user-full-20260616-201728/debug/frame-357,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-359,live-user-full-20260616-201728,frame-359,359,raw/live-user-full-20260616-201728/debug/frame-359,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-362,live-user-full-20260616-201728,frame-362,362,raw/live-user-full-20260616-201728/debug/frame-362,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-370,live-user-full-20260616-201728,frame-370,370,raw/live-user-full-20260616-201728/debug/frame-370,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-372,live-user-full-20260616-201728,frame-372,372,raw/live-user-full-20260616-201728/debug/frame-372,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-373,live-user-full-20260616-201728,frame-373,373,raw/live-user-full-20260616-201728/debug/frame-373,train,8,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-375,live-user-full-20260616-201728,frame-375,375,raw/live-user-full-20260616-201728/debug/frame-375,val,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-378,live-user-full-20260616-201728,frame-378,378,raw/live-user-full-20260616-201728/debug/frame-378,test,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-381,live-user-full-20260616-201728,frame-381,381,raw/live-user-full-20260616-201728/debug/frame-381,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-385,live-user-full-20260616-201728,frame-385,385,raw/live-user-full-20260616-201728/debug/frame-385,test,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-386,live-user-full-20260616-201728,frame-386,386,raw/live-user-full-20260616-201728/debug/frame-386,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-387,live-user-full-20260616-201728,frame-387,387,raw/live-user-full-20260616-201728/debug/frame-387,train,4,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-388,live-user-full-20260616-201728,frame-388,388,raw/live-user-full-20260616-201728/debug/frame-388,train,2,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
live-user-full-20260616-201728__frame-396,live-user-full-20260616-201728,frame-396,396,raw/live-user-full-20260616-201728/debug/frame-396,train,6,,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal Dataset combinado; origem swe8-live-20260616-v1.,Coleta longa parcial;  interrompida por desconexao adb;  ainda util para timing e comportamento temporal
